ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Essentials,Full,Standard,Notes
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerWrite.Collection,Rule,Physical Disk Average Disk Seconds per Write Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk sec/Write.,Tolerance,double,0.026,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerWrite.Collection,Rule,Physical Disk Average Disk Seconds per Write Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk sec/Write.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerWrite.Collection,Rule,Physical Disk Average Disk Seconds per Write Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk sec/Write.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ServiceTerminatedUnexpextedly.Alert,Rule,A Service Terminated Unexpectedly,An event was collected indicating an unexpected service termination.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ServiceTerminatedUnexpextedly.Alert,Rule,A Service Terminated Unexpectedly,An event was collected indicating an unexpected service termination.,Severity,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ServiceTerminatedUnexpextedly.Alert,Rule,A Service Terminated Unexpectedly,An event was collected indicating an unexpected service termination.,Priority,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCommitLimit.Collection,Rule,Commit Limit,Collects the performance counter Memory\Commit limit,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCommitLimit.Collection,Rule,Commit Limit,Collects the performance counter Memory\Commit limit,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCommitLimit.Collection,Rule,Commit Limit,Collects the performance counter Memory\Commit limit,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCommitLimit.Collection,Rule,Commit Limit,Collects the performance counter Memory\Commit limit,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.OutputQueueLength.Collection,Rule,Output Queue Length,Rule collects Network Interface\Output Queue Length counter.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.OutputQueueLength.Collection,Rule,Output Queue Length,Rule collects Network Interface\Output Queue Length counter.,Tolerance,double,2,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.OutputQueueLength.Collection,Rule,Output Queue Length,Rule collects Network Interface\Output Queue Length counter.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.OutputQueueLength.Collection,Rule,Output Queue Length,Rule collects Network Interface\Output Queue Length counter.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.CheckingFileSystemOccuredOnStartup.Collection,Rule,Checking File System Occurred on Startup,This event indicates that the system ran a chkdsk on startup,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.NTFSQuotaThresholdLimitReached.Collection,Rule,Collection rule for NTFS Quota Threshold Limit Reached,An NTFS disk quota threshold limit was reached.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerRead.Collection,Rule,Collection Rule for Average Disk Seconds Per Read Windows Server 2012,Collects the performance counter LogicalDisk\Avg Disk Sec Per Read,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerRead.Collection,Rule,Collection Rule for Average Disk Seconds Per Read Windows Server 2012,Collects the performance counter LogicalDisk\Avg Disk Sec Per Read,Tolerance,double,0.026,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerRead.Collection,Rule,Collection Rule for Average Disk Seconds Per Read Windows Server 2012,Collects the performance counter LogicalDisk\Avg Disk Sec Per Read,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerRead.Collection,Rule,Collection Rule for Average Disk Seconds Per Read Windows Server 2012,Collects the performance counter LogicalDisk\Avg Disk Sec Per Read,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2012 (Physical Disk),The rate at which bytes are transferred from the disk during read operations.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2012 (Physical Disk),The rate at which bytes are transferred from the disk during read operations.,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2012 (Physical Disk),The rate at which bytes are transferred from the disk during read operations.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2012 (Physical Disk),The rate at which bytes are transferred from the disk during read operations.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.LDMDiskGroupFailed.Alert,Rule,Reserved,Reserved,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.LDMDiskGroupFailed.Alert,Rule,Reserved,Reserved,Severity,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.LDMDiskGroupFailed.Alert,Rule,Reserved,Reserved,Priority,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.NTFSQuotaThresholdReached.Collection,Rule,Collection rule for NTFS Quota Threshold Reached,An NTFS disk quota threshold was reached.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskQueueLength.Collection,Rule,Physical Disk Average Disk Queue Length Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk Queue Length,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskQueueLength.Collection,Rule,Physical Disk Average Disk Queue Length Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk Queue Length,Tolerance,double,15,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskQueueLength.Collection,Rule,Physical Disk Average Disk Queue Length Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk Queue Length,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskQueueLength.Collection,Rule,Physical Disk Average Disk Queue Length Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk Queue Length,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ShareConfigurationInvalid.Collection,Rule,Collection rule for invalid Share Configuration Detected,Collection rule for events indicating that a share has invalid configuration.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.BytesReceivedPerSec.Collection,Rule,Network Adapter Bytes Received per Second Windows Server 2012,Collects the performance counter Network Interface\Bytes Received/sec,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.BytesReceivedPerSec.Collection,Rule,Network Adapter Bytes Received per Second Windows Server 2012,Collects the performance counter Network Interface\Bytes Received/sec,Tolerance,double,25,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.BytesReceivedPerSec.Collection,Rule,Network Adapter Bytes Received per Second Windows Server 2012,Collects the performance counter Network Interface\Bytes Received/sec,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.BytesReceivedPerSec.Collection,Rule,Network Adapter Bytes Received per Second Windows Server 2012,Collects the performance counter Network Interface\Bytes Received/sec,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2012 (Logical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2012 (Logical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,Tolerance,double,15,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2012 (Logical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2012 (Logical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolPagedBytes.Collection,Rule,Memory Pool Paged Bytes Windows Server 2012,Collects the performance counter Memory\Pool Paged Bytes,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolPagedBytes.Collection,Rule,Memory Pool Paged Bytes Windows Server 2012,Collects the performance counter Memory\Pool Paged Bytes,Tolerance,double,2000000,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolPagedBytes.Collection,Rule,Memory Pool Paged Bytes Windows Server 2012,Collects the performance counter Memory\Pool Paged Bytes,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolPagedBytes.Collection,Rule,Memory Pool Paged Bytes Windows Server 2012,Collects the performance counter Memory\Pool Paged Bytes,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.SplitIOPerSec.Collection,Rule,Logical Disk Split I/O Per Second Windows Server 2012,The rate at which I/Os to the disk were split into multiple I/Os.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.SplitIOPerSec.Collection,Rule,Logical Disk Split I/O Per Second Windows Server 2012,The rate at which I/Os to the disk were split into multiple I/Os.,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.SplitIOPerSec.Collection,Rule,Logical Disk Split I/O Per Second Windows Server 2012,The rate at which I/Os to the disk were split into multiple I/Os.,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.SplitIOPerSec.Collection,Rule,Logical Disk Split I/O Per Second Windows Server 2012,The rate at which I/Os to the disk were split into multiple I/Os.,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.CurrentBandwidth.Collection,Rule,Current Bandwidth,Rule collects Network Interface\Current Bandwidth counter.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.CurrentBandwidth.Collection,Rule,Current Bandwidth,Rule collects Network Interface\Current Bandwidth counter.,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.CurrentBandwidth.Collection,Rule,Current Bandwidth,Rule collects Network Interface\Current Bandwidth counter.,MaximumSampleSeparation,int,100,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.CurrentBandwidth.Collection,Rule,Current Bandwidth,Rule collects Network Interface\Current Bandwidth counter.,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskWriteBytesPerSec.Collection,Rule,Logical Disk Write Bytes Per Second Windows Server 2012,The rate at which bytes are transferred from the disk during write operations.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskWriteBytesPerSec.Collection,Rule,Logical Disk Write Bytes Per Second Windows Server 2012,The rate at which bytes are transferred from the disk during write operations.,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskWriteBytesPerSec.Collection,Rule,Logical Disk Write Bytes Per Second Windows Server 2012,The rate at which bytes are transferred from the disk during write operations.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskWriteBytesPerSec.Collection,Rule,Logical Disk Write Bytes Per Second Windows Server 2012,The rate at which bytes are transferred from the disk during write operations.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCommittedBytes.Collection,Rule,Committed Bytes,Collects the performance counter Memory\Committed Bytes,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCommittedBytes.Collection,Rule,Committed Bytes,Collects the performance counter Memory\Committed Bytes,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCommittedBytes.Collection,Rule,Committed Bytes,Collects the performance counter Memory\Committed Bytes,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCommittedBytes.Collection,Rule,Committed Bytes,Collects the performance counter Memory\Committed Bytes,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCacheBytes.Collection,Rule,Cache Bytes,Collects the performance counter Memory\Cache Bytes,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCacheBytes.Collection,Rule,Cache Bytes,Collects the performance counter Memory\Cache Bytes,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCacheBytes.Collection,Rule,Cache Bytes,Collects the performance counter Memory\Cache Bytes,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryCacheBytes.Collection,Rule,Cache Bytes,Collects the performance counter Memory\Cache Bytes,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryAvailableMBytes.Collection,Rule,Memory Available Megabytes Windows Server 2012,Collects the performance counter Memory\Available MBytes,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryAvailableMBytes.Collection,Rule,Memory Available Megabytes Windows Server 2012,Collects the performance counter Memory\Available MBytes,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryAvailableMBytes.Collection,Rule,Memory Available Megabytes Windows Server 2012,Collects the performance counter Memory\Available MBytes,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryAvailableMBytes.Collection,Rule,Memory Available Megabytes Windows Server 2012,Collects the performance counter Memory\Available MBytes,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.SplitIOPerSec.Collection,Rule,Physical Disk Split I/O Per Second Windows Server 2012,The rate at which I/Os to the disk were split into multiple I/Os.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.SplitIOPerSec.Collection,Rule,Physical Disk Split I/O Per Second Windows Server 2012,The rate at which I/Os to the disk were split into multiple I/Os.,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.SplitIOPerSec.Collection,Rule,Physical Disk Split I/O Per Second Windows Server 2012,The rate at which I/Os to the disk were split into multiple I/Os.,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.SplitIOPerSec.Collection,Rule,Physical Disk Split I/O Per Second Windows Server 2012,The rate at which I/Os to the disk were split into multiple I/Os.,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.LDMAutoImportFailed.Alert,Rule,Reserved,Reserved,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.LDMAutoImportFailed.Alert,Rule,Reserved,Reserved,Severity,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.LDMAutoImportFailed.Alert,Rule,Reserved,Reserved,Priority,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ShareConfigurationInvalid.Alert,Rule,A Share Configuration is Invalid,A share was detected as having invalid configuration.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ShareConfigurationInvalid.Alert,Rule,A Share Configuration is Invalid,A share was detected as having invalid configuration.,Severity,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ShareConfigurationInvalid.Alert,Rule,A Share Configuration is Invalid,A share was detected as having invalid configuration.,Priority,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.RestartEvent.Collection,Rule,Collection Rule for Windows Restarted Events,This rule collects events indicating Windows has restarted,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedReads.Collection,Rule,Percent Bandwidth Used Read,Rule collects BandwidthUsedRead counter for network adapters.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedReads.Collection,Rule,Percent Bandwidth Used Read,Rule collects BandwidthUsedRead counter for network adapters.,Interval,int,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.NetworkAdapterDisconnected.Collection,Rule,Collection rule for Network Adapter was Disconnected from the Network,Collection rule for events indicating the network adapter was disconnected from the network.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Physical Disk Average Disk Seconds per Transfer Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk sec/Transfer.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Physical Disk Average Disk Seconds per Transfer Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk sec/Transfer.,Tolerance,double,0.026,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Physical Disk Average Disk Seconds per Transfer Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk sec/Transfer.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AvgDiskSecPerTransfer.Collection,Rule,Physical Disk Average Disk Seconds per Transfer Windows Server 2012,Collects the performance counter PhysicalDisk\Avg. Disk sec/Transfer.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PageFilePercentUsage.Collection,Rule,Page File Percentage Use Windows Server 2012,Collection rule for the performance counter Paging File\% Usage,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PageFilePercentUsage.Collection,Rule,Page File Percentage Use Windows Server 2012,Collection rule for the performance counter Paging File\% Usage,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PageFilePercentUsage.Collection,Rule,Page File Percentage Use Windows Server 2012,Collection rule for the performance counter Paging File\% Usage,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PageFilePercentUsage.Collection,Rule,Page File Percentage Use Windows Server 2012,Collection rule for the performance counter Paging File\% Usage,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ServiceMisconfigured.Alert,Rule,A Service is Misconfigured,A service has been detected as misconfigured.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ServiceMisconfigured.Alert,Rule,A Service is Misconfigured,A service has been detected as misconfigured.,Severity,int,2,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ServiceMisconfigured.Alert,Rule,A Service is Misconfigured,A service has been detected as misconfigured.,Priority,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPageReadsPerSec.Collection,Rule,Memory Page Reads per Second Windows Server 2012,Collects the performance counter Memory\Page Reads/Sec.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPageReadsPerSec.Collection,Rule,Memory Page Reads per Second Windows Server 2012,Collects the performance counter Memory\Page Reads/Sec.,Tolerance,double,250,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPageReadsPerSec.Collection,Rule,Memory Page Reads per Second Windows Server 2012,Collects the performance counter Memory\Page Reads/Sec.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPageReadsPerSec.Collection,Rule,Memory Page Reads per Second Windows Server 2012,Collects the performance counter Memory\Page Reads/Sec.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolPagedResidentBytes.Collection,Rule,Pool Paged Resident Bytes,Collects the performance counter Memory\Pool Paged Resident Bytes,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolPagedResidentBytes.Collection,Rule,Pool Paged Resident Bytes,Collects the performance counter Memory\Pool Paged Resident Bytes,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolPagedResidentBytes.Collection,Rule,Pool Paged Resident Bytes,Collects the performance counter Memory\Pool Paged Resident Bytes,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolPagedResidentBytes.Collection,Rule,Pool Paged Resident Bytes,Collects the performance counter Memory\Pool Paged Resident Bytes,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalPercentProcessorTime.Collection,Rule,Processor % Processor Time Total Windows Server 2012,Collects the performance counter Processor\% Processor Time,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalPercentProcessorTime.Collection,Rule,Processor % Processor Time Total Windows Server 2012,Collects the performance counter Processor\% Processor Time,Tolerance,double,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalPercentProcessorTime.Collection,Rule,Processor % Processor Time Total Windows Server 2012,Collects the performance counter Processor\% Processor Time,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalPercentProcessorTime.Collection,Rule,Processor % Processor Time Total Windows Server 2012,Collects the performance counter Processor\% Processor Time,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.DirtyShutdown.Collection,Rule,Collection Rule for Windows Dirty Shutdown Events,This rule collects events indicating a dirty Windows shutdown.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedTotal.Collection,Rule,Percent Bandwidth Used Total,Rule collects BandwidthUsedTotal counter for network adapters.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedTotal.Collection,Rule,Percent Bandwidth Used Total,Rule collects BandwidthUsedTotal counter for network adapters.,Interval,int,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolNonPagedBytes.Collection,Rule,Memory Pool Non-paged Bytes Windows Server 2012,Collects the performance counter Memory\Pool Nonpaged Bytes,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolNonPagedBytes.Collection,Rule,Memory Pool Non-paged Bytes Windows Server 2012,Collects the performance counter Memory\Pool Nonpaged Bytes,Tolerance,double,2000000,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolNonPagedBytes.Collection,Rule,Memory Pool Non-paged Bytes Windows Server 2012,Collects the performance counter Memory\Pool Nonpaged Bytes,MaximumSampleSeparation,int,6,,,,
