ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Minimal,Notes
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.CPUCore.Usage.UnitMonitor,UnitMonitor,CPU Core Utilization (%),Monitors the CPU core usage (%) for a BIG-IP device.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.CPUCore.Usage.UnitMonitor,UnitMonitor,CPU Core Utilization (%),Monitors the CPU core usage (%) for a BIG-IP device.,NumberOfSamples,string,3,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,MonitorActiveOnDays,int,62,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,UpperThreshold,double,100,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,MonitorActiveTo,string,17:00,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,MonitorActiveFrom,string,09:00,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,TimeoutSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,LowerThreshold,double,0,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Active.Connections.UnitMonitor,UnitMonitor,Active Connections Monitor,This monitor checks whether the number of active connections on the BIG-IP device is within defined thresholds.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.DiskPartition.FreeSpace.UnitMonitor,UnitMonitor,Disk Partition Available Space,Monitors disk partition free space for a BIG-IP device.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.DiskPartition.FreeSpace.UnitMonitor,UnitMonitor,Disk Partition Available Space,Monitors disk partition free space for a BIG-IP device.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.DiskPartition.FreeSpace.UnitMonitor,UnitMonitor,Disk Partition Available Space,Monitors disk partition free space for a BIG-IP device.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.DiskPartition.FreeSpace.UnitMonitor,UnitMonitor,Disk Partition Available Space,Monitors disk partition free space for a BIG-IP device.,WarningThreshold,double,10,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.DiskPartition.FreeSpace.UnitMonitor,UnitMonitor,Disk Partition Available Space,Monitors disk partition free space for a BIG-IP device.,CriticalThreshold,double,0,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.DiskPartition.FreeSpace.UnitMonitor,UnitMonitor,Disk Partition Available Space,Monitors disk partition free space for a BIG-IP device.,IntervalSeconds,int,3600,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.DiskPartition.FreeSpace.UnitMonitor,UnitMonitor,Disk Partition Available Space,Monitors disk partition free space for a BIG-IP device.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.DiskPartition.FreeSpace.UnitMonitor,UnitMonitor,Disk Partition Available Space,Monitors disk partition free space for a BIG-IP device.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.BigIp.DiskPartition.FreeSpace.UnitMonitor,UnitMonitor,Disk Partition Available Space,Monitors disk partition free space for a BIG-IP device.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.OutboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Outbound License Usage Monitor,Monitors F5 BIG-IP outbound license usage.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.OutboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Outbound License Usage Monitor,Monitors F5 BIG-IP outbound license usage.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.OutboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Outbound License Usage Monitor,Monitors F5 BIG-IP outbound license usage.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.OutboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Outbound License Usage Monitor,Monitors F5 BIG-IP outbound license usage.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.OutboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Outbound License Usage Monitor,Monitors F5 BIG-IP outbound license usage.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.OutboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Outbound License Usage Monitor,Monitors F5 BIG-IP outbound license usage.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.OutboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Outbound License Usage Monitor,Monitors F5 BIG-IP outbound license usage.,IncludeMgmtInterfaceTraffic,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.OutboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Outbound License Usage Monitor,Monitors F5 BIG-IP outbound license usage.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.OutboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Outbound License Usage Monitor,Monitors F5 BIG-IP outbound license usage.,Threshold,double,100,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Trunk.Availability.UnitMonitor,UnitMonitor,Trunk Status,Monitors trunk status for a BIG-IP device.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Trunk.Availability.UnitMonitor,UnitMonitor,Trunk Status,Monitors trunk status for a BIG-IP device.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Trunk.Availability.UnitMonitor,UnitMonitor,Trunk Status,Monitors trunk status for a BIG-IP device.,CriticalThreshold,double,100,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Trunk.Availability.UnitMonitor,UnitMonitor,Trunk Status,Monitors trunk status for a BIG-IP device.,WarningThreshold,double,50,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Trunk.Availability.UnitMonitor,UnitMonitor,Trunk Status,Monitors trunk status for a BIG-IP device.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Trunk.Availability.UnitMonitor,UnitMonitor,Trunk Status,Monitors trunk status for a BIG-IP device.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.InboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Inbound License Usage Monitor,Monitors F5 BIG-IP inbound license usage.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.InboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Inbound License Usage Monitor,Monitors F5 BIG-IP inbound license usage.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.InboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Inbound License Usage Monitor,Monitors F5 BIG-IP inbound license usage.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.InboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Inbound License Usage Monitor,Monitors F5 BIG-IP inbound license usage.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.InboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Inbound License Usage Monitor,Monitors F5 BIG-IP inbound license usage.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.InboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Inbound License Usage Monitor,Monitors F5 BIG-IP inbound license usage.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.InboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Inbound License Usage Monitor,Monitors F5 BIG-IP inbound license usage.,IncludeMgmtInterfaceTraffic,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.InboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Inbound License Usage Monitor,Monitors F5 BIG-IP inbound license usage.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Device.InboundLicenseUsage.Performance.UnitMonitor,UnitMonitor,F5 BIG-IP Inbound License Usage Monitor,Monitors F5 BIG-IP inbound license usage.,Threshold,double,100,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.F5NetworkInterface.Availability.UnitMonitor,UnitMonitor,Network Interface Status,Monitors network interface status for a BIG-IP device.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.F5NetworkInterface.Availability.UnitMonitor,UnitMonitor,Network Interface Status,Monitors network interface status for a BIG-IP device.,Port,int,"$Target/Host/Property[Type=""Comtrade.F5.BigIp.NodeNetworkInterfaceGroup""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.F5NetworkInterface.Availability.UnitMonitor,UnitMonitor,Network Interface Status,Monitors network interface status for a BIG-IP device.,IntervalSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.F5NetworkInterface.Availability.UnitMonitor,UnitMonitor,Network Interface Status,Monitors network interface status for a BIG-IP device.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.F5NetworkInterface.Availability.UnitMonitor,UnitMonitor,Network Interface Status,Monitors network interface status for a BIG-IP device.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.F5NetworkInterface.Availability.UnitMonitor,UnitMonitor,Network Interface Status,Monitors network interface status for a BIG-IP device.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.F5NetworkInterface.Availability.UnitMonitor,UnitMonitor,Network Interface Status,Monitors network interface status for a BIG-IP device.,WarningState,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.F5NetworkInterface.Availability.UnitMonitor,UnitMonitor,Network Interface Status,Monitors network interface status for a BIG-IP device.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.OtherMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - Other memory,Monitors the Other memory usage (%) for a BIG-IP device.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.OtherMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - Other memory,Monitors the Other memory usage (%) for a BIG-IP device.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.OtherMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - Other memory,Monitors the Other memory usage (%) for a BIG-IP device.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.OtherMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - Other memory,Monitors the Other memory usage (%) for a BIG-IP device.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.OtherMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - Other memory,Monitors the Other memory usage (%) for a BIG-IP device.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.OtherMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - Other memory,Monitors the Other memory usage (%) for a BIG-IP device.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.OtherMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - Other memory,Monitors the Other memory usage (%) for a BIG-IP device.,Threshold,double,90,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.OtherMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - Other memory,Monitors the Other memory usage (%) for a BIG-IP device.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.OtherMemory.Usage.UnitMonitor,UnitMonitor,Memory Usage (%) - Other memory,Monitors the Other memory usage (%) for a BIG-IP device.,NumberOfSamples,string,3,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,MonitorActiveOnDays,int,62,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,UpperThreshold,double,100,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,MonitorActiveTo,string,17:00,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,MonitorActiveFrom,string,09:00,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,TimeoutSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,LowerThreshold,double,0,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Monitoring.Client.Connections.UnitMonitor,UnitMonitor,New Client Connections Monitor,This monitor checks whether the number of new client connections on the BIG-IP device is within defined thresholds.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.MemoryUnit,Discovery,"F5 BIG-IP Memory Group, Other memory and TMM memory Discovery","Discovers F5 BIG-IP Memory group, other memory and TMM memory for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.MemoryUnit,Discovery,"F5 BIG-IP Memory Group, Other memory and TMM memory Discovery","Discovers F5 BIG-IP Memory group, other memory and TMM memory for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",TimeoutSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.MemoryUnit,Discovery,"F5 BIG-IP Memory Group, Other memory and TMM memory Discovery","Discovers F5 BIG-IP Memory group, other memory and TMM memory for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.MemoryUnit,Discovery,"F5 BIG-IP Memory Group, Other memory and TMM memory Discovery","Discovers F5 BIG-IP Memory group, other memory and TMM memory for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",IntervalSeconds,int,14400,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.MemoryUnit,Discovery,"F5 BIG-IP Memory Group, Other memory and TMM memory Discovery","Discovers F5 BIG-IP Memory group, other memory and TMM memory for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.MemoryUnit,Discovery,"F5 BIG-IP Memory Group, Other memory and TMM memory Discovery","Discovers F5 BIG-IP Memory group, other memory and TMM memory for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.PowerSupply,Discovery,F5 BIG-IP Power Supply Group and Power Supply Discovery,Discovers F5 BIG-IP power supply group and power supply for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.PowerSupply,Discovery,F5 BIG-IP Power Supply Group and Power Supply Discovery,Discovers F5 BIG-IP power supply group and power supply for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.PowerSupply,Discovery,F5 BIG-IP Power Supply Group and Power Supply Discovery,Discovers F5 BIG-IP power supply group and power supply for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.PowerSupply,Discovery,F5 BIG-IP Power Supply Group and Power Supply Discovery,Discovers F5 BIG-IP power supply group and power supply for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,IntervalSeconds,int,14400,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.PowerSupply,Discovery,F5 BIG-IP Power Supply Group and Power Supply Discovery,Discovers F5 BIG-IP power supply group and power supply for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.PowerSupply,Discovery,F5 BIG-IP Power Supply Group and Power Supply Discovery,Discovers F5 BIG-IP power supply group and power supply for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.PowerSupply,Discovery,F5 BIG-IP Power Supply Group and Power Supply Discovery,Discovers F5 BIG-IP power supply group and power supply for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,TimeoutSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.DiskPartition.BigIp,Discovery,F5 BIG-IP Disk Partitions Group and Disk partition Discovery,Discovers F5 BIG-IP Disk Partitions group and Disk partitions for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.DiskPartition.BigIp,Discovery,F5 BIG-IP Disk Partitions Group and Disk partition Discovery,Discovers F5 BIG-IP Disk Partitions group and Disk partitions for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.DiskPartition.BigIp,Discovery,F5 BIG-IP Disk Partitions Group and Disk partition Discovery,Discovers F5 BIG-IP Disk Partitions group and Disk partitions for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.DiskPartition.BigIp,Discovery,F5 BIG-IP Disk Partitions Group and Disk partition Discovery,Discovers F5 BIG-IP Disk Partitions group and Disk partitions for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,TimeoutSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.DiskPartition.BigIp,Discovery,F5 BIG-IP Disk Partitions Group and Disk partition Discovery,Discovers F5 BIG-IP Disk Partitions group and Disk partitions for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,IntervalSeconds,int,14400,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.DiskPartition.BigIp,Discovery,F5 BIG-IP Disk Partitions Group and Disk partition Discovery,Discovers F5 BIG-IP Disk Partitions group and Disk partitions for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Device,Discovery,F5 BIG-IP and F5 BIG-IP Extended Discovery,Discovers F5 BIG-IP and F5 BIG-IP extended for Network device (Discovered by SCOM) using HYCU SCOM Data Collector for F5 BIG-IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Device,Discovery,F5 BIG-IP and F5 BIG-IP Extended Discovery,Discovers F5 BIG-IP and F5 BIG-IP extended for Network device (Discovered by SCOM) using HYCU SCOM Data Collector for F5 BIG-IP.,IntervalSeconds,int,14400,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Device,Discovery,F5 BIG-IP and F5 BIG-IP Extended Discovery,Discovers F5 BIG-IP and F5 BIG-IP extended for Network device (Discovered by SCOM) using HYCU SCOM Data Collector for F5 BIG-IP.,Port,int,443,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Device,Discovery,F5 BIG-IP and F5 BIG-IP Extended Discovery,Discovers F5 BIG-IP and F5 BIG-IP extended for Network device (Discovered by SCOM) using HYCU SCOM Data Collector for F5 BIG-IP.,SyncTime,string,01:00,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Device,Discovery,F5 BIG-IP and F5 BIG-IP Extended Discovery,Discovers F5 BIG-IP and F5 BIG-IP extended for Network device (Discovered by SCOM) using HYCU SCOM Data Collector for F5 BIG-IP.,TimeoutSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Device,Discovery,F5 BIG-IP and F5 BIG-IP Extended Discovery,Discovers F5 BIG-IP and F5 BIG-IP extended for Network device (Discovered by SCOM) using HYCU SCOM Data Collector for F5 BIG-IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.CPUCore,Discovery,F5 BIG-IP CPU Cores Group and CPU core Discovery,Discovers F5 BIG-IP CPU cores group and CPU cores for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.CPUCore,Discovery,F5 BIG-IP CPU Cores Group and CPU core Discovery,Discovers F5 BIG-IP CPU cores group and CPU cores for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.CPUCore,Discovery,F5 BIG-IP CPU Cores Group and CPU core Discovery,Discovers F5 BIG-IP CPU cores group and CPU cores for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,IntervalSeconds,int,14400,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.CPUCore,Discovery,F5 BIG-IP CPU Cores Group and CPU core Discovery,Discovers F5 BIG-IP CPU cores group and CPU cores for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,TimeoutSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.CPUCore,Discovery,F5 BIG-IP CPU Cores Group and CPU core Discovery,Discovers F5 BIG-IP CPU cores group and CPU cores for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Debug,bool,FALSE,,
